criterion,storm_id,storm_name,year,window_start,window_end,n_qualifying_points,min_dist_km,peak_wind_kt_overall,wind_kt_at_closest,status_at_closest,month_at_closest,window_hr,category_at_closest,category_overall
near_hatteras,AL021998,Bonnie,1998,1998-08-26 06:00:00,1998-08-28 18:00:00,12,69.72355235611812,100.0,65.0,HU,8,108.0,Cat1,Cat3
near_hatteras,AL022004,Bonnie,2004,2004-08-13 06:00:00,2004-08-14 00:00:00,4,92.23465768115238,55.0,25.0,TD,8,66.0,TD,TS
near_hatteras,AL022007,Barry,2007,2007-06-03 12:00:00,2007-06-04 12:00:00,5,43.0265763879029,50.0,40.0,EX,6,72.0,TS,TS
near_hatteras,AL022011,Bret,2011,2011-07-20 06:00:00,2011-07-21 12:00:00,6,410.04050362141646,60.0,40.0,TS,7,78.0,TS,TS
near_hatteras,AL022012,Beryl,2012,2012-05-25 18:00:00,2012-05-31 06:00:00,10,42.42668918340801,60.0,45.0,LO,5,180.0,TS,TS
near_hatteras,AL022016,Bonnie,2016,2016-05-29 12:00:00,2016-06-04 00:00:00,22,20.440394230581,40.0,25.0,TD,6,180.0,TD,TS
near_hatteras,AL022020,Bertha,2020,2020-05-27 12:00:00,2020-05-28 00:00:00,4,452.9230115331424,45.0,30.0,TD,5,60.0,TD,TS
near_hatteras,AL022021,Bill,2021,2021-06-13 18:00:00,2021-06-15 00:00:00,6,167.93064410123137,55.0,30.0,TD,6,78.0,TD,TS
near_hatteras,AL031980,Unnamed,1980,1980-07-24 00:00:00,1980-07-25 00:00:00,5,141.17217733146293,30.0,30.0,TD,7,72.0,TD,TD
near_hatteras,AL031985,Claudette,1985,1985-08-10 00:00:00,1985-08-11 18:00:00,8,195.73270890948677,75.0,30.0,SD,8,90.0,TD,Cat1
near_hatteras,AL031988,Chris,1988,1988-08-29 06:00:00,1988-08-29 18:00:00,3,434.58562822313576,45.0,20.0,EX,8,60.0,TD,TS
near_hatteras,AL031990,Bertha,1990,1990-07-24 12:00:00,1990-07-25 06:00:00,4,147.21033488300435,70.0,20.0,SD,7,66.0,TD,Cat1
near_hatteras,AL031991,Bob,1991,1991-08-18 12:00:00,1991-08-19 12:00:00,5,75.25701732601757,100.0,95.0,HU,8,72.0,Cat2,Cat3
near_hatteras,AL032002,Cristobal,2002,2002-08-05 18:00:00,2002-08-06 06:00:00,3,393.0545632930557,45.0,30.0,TD,8,60.0,TD,TS
near_hatteras,AL032003,Bill,2003,2003-07-03 00:00:00,2003-07-03 00:00:00,1,422.5675448130676,50.0,20.0,EX,7,48.0,TD,TS
near_hatteras,AL032004,Charley,2004,2004-08-14 14:00:00,2004-08-15 06:00:00,5,186.46044292041918,130.0,40.0,EX,8,64.0,TS,Cat4
near_hatteras,AL032005,Cindy,2005,2005-07-08 00:00:00,2005-07-08 18:00:00,4,365.4077755481164,65.0,25.0,EX,7,66.0,TD,Cat1
near_hatteras,AL032006,Beryl,2006,2006-07-18 12:00:00,2006-07-20 12:00:00,9,175.39598494949482,50.0,40.0,TS,7,96.0,TS,TS
near_hatteras,AL032008,Cristobal,2008,2008-07-19 06:00:00,2008-07-22 00:00:00,12,40.67661083581024,55.0,45.0,TS,7,114.0,TS,TS
near_hatteras,AL032014,Bertha,2014,2014-08-05 06:00:00,2014-08-05 18:00:00,3,283.7519814805513,70.0,50.0,TS,8,60.0,TS,Cat1
near_hatteras,AL032015,Claudette,2015,2015-07-12 00:00:00,2015-07-13 06:00:00,6,20.427776306988275,45.0,25.0,LO,7,78.0,TD,TS
near_hatteras,AL032016,Colin,2016,2016-06-07 12:00:00,2016-06-07 18:00:00,2,106.15656266350463,50.0,50.0,EX,6,54.0,TS,TS
near_hatteras,AL032017,Cindy,2017,2017-06-24 06:00:00,2017-06-24 06:00:00,1,483.81900106878743,50.0,25.0,LO,6,48.0,TD,TS
near_hatteras,AL032018,Chris,2018,2018-07-06 12:00:00,2018-07-11 06:00:00,20,239.36827990284428,90.0,35.0,TS,7,162.0,TS,Cat2
near_hatteras,AL032021,Claudette,2021,2021-06-21 06:00:00,2021-06-21 18:00:00,3,121.0006657498089,40.0,40.0,TS,6,60.0,TS,TS
near_hatteras,AL032022,Colin,2022,2022-07-02 06:00:00,2022-07-02 18:00:00,3,348.26589928987187,35.0,30.0,TD,7,60.0,TD,TS
near_hatteras,AL041979,Bob,1979,1979-07-14 12:00:00,1979-07-16 12:00:00,9,75.34415447726732,65.0,20.0,TD,7,96.0,TD,Cat1
near_hatteras,AL041985,Danny,1985,1985-08-18 12:00:00,1985-08-20 00:00:00,7,227.0216176355834,80.0,25.0,EX,8,84.0,TD,Cat1
near_hatteras,AL041997,Claudette,1997,1997-07-13 00:00:00,1997-07-15 06:00:00,10,301.9669639361635,40.0,40.0,TS,7,102.0,TS,TS
near_hatteras,AL041998,Danielle,1998,1998-09-01 06:00:00,1998-09-01 12:00:00,2,470.66743119345574,90.0,85.0,HU,9,54.0,Cat2,Cat2
near_hatteras,AL042013,Dorian,2013,2013-08-04 00:00:00,2013-08-04 06:00:00,2,316.97190870610467,50.0,30.0,LO,8,54.0,TD,TS
near_hatteras,AL042014,Cristobal,2014,2014-08-27 18:00:00,2014-08-28 00:00:00,2,475.798469894199,75.0,65.0,HU,8,54.0,Cat1,Cat1
near_hatteras,AL042021,Danny,2021,2021-06-28 12:00:00,2021-06-28 12:00:00,1,459.117398171891,40.0,35.0,TS,6,48.0,TS,TS
near_hatteras,AL042024,Debby,2024,2024-08-07 12:00:00,2024-08-09 06:00:00,8,415.2388874417158,70.0,30.0,EX,8,90.0,TD,Cat1
near_hatteras,AL051979,Unnamed,1979,1979-07-11 00:00:00,1979-07-11 18:00:00,4,322.8457305081331,30.0,30.0,TD,7,66.0,TD,TD
near_hatteras,AL051986,Charley,1986,1986-08-15 12:00:00,1986-08-18 18:00:00,15,63.03076451989523,70.0,65.0,HU,8,126.0,Cat1,Cat1
near_hatteras,AL051993,Emily,1993,1993-08-30 18:00:00,1993-09-01 12:00:00,9,39.45252067832686,100.0,100.0,HU,8,90.0,Cat3,Cat3
near_hatteras,AL051996,Edouard,1996,1996-09-01 06:00:00,1996-09-01 12:00:00,2,493.2012808007139,125.0,100.0,HU,9,54.0,Cat3,Cat4
near_hatteras,AL051997,Danny,1997,1997-07-24 06:00:00,1997-07-25 00:00:00,4,165.76426799216728,70.0,40.0,TS,7,66.0,TS,Cat1
near_hatteras,AL051998,Earl,1998,1998-09-04 06:00:00,1998-09-04 18:00:00,3,146.9675353482212,85.0,50.0,EX,9,60.0,TS,Cat2
near_hatteras,AL051999,Dennis,1999,1999-08-30 00:00:00,1999-09-07 00:00:00,34,93.77201432377397,90.0,60.0,TS,9,240.0,TS,Cat2
near_hatteras,AL052009,Danny,2009,2009-08-29 00:00:00,2009-08-29 00:00:00,1,475.14673402516985,50.0,35.0,TS,8,48.0,TS,TS
near_hatteras,AL052019,Dorian,2019,2019-09-05 12:00:00,2019-09-07 00:00:00,8,8.446319472266879,160.0,85.0,HU,9,84.0,Cat2,Cat5
near_hatteras,AL052021,Elsa,2021,2021-07-08 12:00:00,2021-07-09 06:00:00,4,240.7923843944331,75.0,45.0,TS,7,66.0,TS,Cat1
near_hatteras,AL061981,Bret,1981,1981-06-30 06:00:00,1981-07-01 12:00:00,6,167.6868866130278,60.0,50.0,TS,7,78.0,TS,TS
near_hatteras,AL061983,Dean,1983,1983-09-28 18:00:00,1983-09-30 18:00:00,9,188.08963572919717,55.0,55.0,TS,9,96.0,TS,TS
near_hatteras,AL061996,Fran,1996,1996-09-05 12:00:00,1996-09-06 18:00:00,7,271.4163209685849,105.0,100.0,HU,9,78.0,Cat3,Cat3
near_hatteras,AL062006,Ernesto,2006,2006-09-01 00:00:00,2006-09-02 18:00:00,9,197.0550034608881,65.0,30.0,TD,9,90.0,TD,Cat1
near_hatteras,AL062018,Florence,2018,2018-09-13 00:00:00,2018-09-16 00:00:00,14,164.91245919191994,130.0,90.0,HU,9,120.0,Cat2,Cat4
near_hatteras,AL062019,Erin,2019,2019-08-26 12:00:00,2019-08-29 12:00:00,7,271.44008905660206,35.0,30.0,TD,8,120.0,TD,TS
near_hatteras,AL062020,Fay,2020,2020-07-08 12:00:00,2020-07-10 20:00:00,11,59.538993826308925,50.0,40.0,TS,7,104.0,TS,TS
near_hatteras,AL071980,Charley,1980,1980-08-20 12:00:00,1980-08-21 00:00:00,3,243.39570187825362,70.0,25.0,SD,8,60.0,TD,Cat1
near_hatteras,AL071981,Unnamed,1981,1981-07-04 00:00:00,1981-07-04 00:00:00,1,431.93179168360297,30.0,-99.0,TD,7,48.0,Unknown,TD
near_hatteras,AL071992,Danielle,1992,1992-09-22 12:00:00,1992-09-26 06:00:00,17,76.99174282515621,55.0,45.0,TS,9,138.0,TS,TS
near_hatteras,AL071995,Felix,1995,1995-08-16 06:00:00,1995-08-18 06:00:00,9,238.80520669013572,120.0,65.0,HU,8,96.0,Cat1,Cat4
near_hatteras,AL072004,Gaston,2004,2004-08-27 12:00:00,2004-08-31 12:00:00,13,237.11865608657843,65.0,35.0,TS,8,144.0,TS,Cat1
near_hatteras,AL072007,Gabrielle,2007,2007-09-08 12:00:00,2007-09-10 18:00:00,11,70.16302284679925,50.0,45.0,TS,9,102.0,TS,TS
near_hatteras,AL072010,Earl,2010,2010-09-02 18:00:00,2010-09-03 18:00:00,5,147.22388098406384,125.0,85.0,HU,9,72.0,Cat2,Cat4
near_hatteras,AL081999,Floyd,1999,1999-09-16 00:00:00,1999-09-16 18:00:00,5,125.41607919777151,135.0,70.0,HU,9,66.0,Cat1,Cat4
near_hatteras,AL082001,Gabrielle,2001,2001-09-16 12:00:00,2001-09-16 18:00:00,2,410.048378807252,70.0,55.0,TS,9,54.0,TS,Cat1
near_hatteras,AL082002,Gustav,2002,2002-09-09 12:00:00,2002-09-11 06:00:00,8,30.208523226296755,85.0,55.0,TS,9,90.0,TS,Cat2
near_hatteras,AL082004,Hermine,2004,2004-08-30 06:00:00,2004-08-30 18:00:00,3,369.7683985423392,50.0,45.0,TS,8,60.0,TS,TS
near_hatteras,AL082008,Hanna,2008,2008-09-06 06:00:00,2008-09-06 18:00:00,4,238.03391521639668,75.0,45.0,TS,9,60.0,TS,Cat1
near_hatteras,AL082016,Eight,2016,2016-08-29 06:00:00,2016-09-01 00:00:00,12,104.64106546374292,30.0,30.0,TD,8,114.0,TD,TD
near_hatteras,AL082017,Gert,2017,2017-08-15 12:00:00,2017-08-16 00:00:00,3,411.7320976855333,95.0,70.0,HU,8,60.0,Cat1,Cat2
near_hatteras,AL082021,Henri,2021,2021-08-21 00:00:00,2021-08-22 00:00:00,5,317.841707315721,65.0,65.0,HU,8,72.0,Cat1,Cat1
near_hatteras,AL091979,David,1979,1979-09-05 12:00:00,1979-09-06 00:00:00,3,425.8021741319157,150.0,40.0,TS,9,60.0,TS,Cat5
near_hatteras,AL091985,Gloria,1985,1985-09-26 18:00:00,1985-09-27 12:00:00,5,8.446319472266879,125.0,90.0,HU,9,66.0,Cat2,Cat4
near_hatteras,AL091987,Unnamed,1987,1987-09-07 18:00:00,1987-09-08 12:00:00,4,275.0203871135925,30.0,-99.0,TD,9,66.0,Unknown,TD
near_hatteras,AL092004,Ivan,2004,2004-09-18 00:00:00,2004-09-19 18:00:00,8,125.63156814085784,145.0,35.0,EX,9,90.0,TS,Cat5
near_hatteras,AL092011,Irene,2011,2011-08-26 18:00:00,2011-08-28 09:35:00,8,75.14379172439361,105.0,65.0,HU,8,87.58333333333334,Cat1,Cat3
near_hatteras,AL092016,Hermine,2016,2016-09-03 00:00:00,2016-09-04 06:00:00,6,61.217524392046485,70.0,60.0,EX,9,78.0,TS,Cat1
near_hatteras,AL092020,Isaias,2020,2020-08-04 00:00:00,2020-08-04 12:00:00,4,235.3724440116656,80.0,60.0,TS,8,60.0,TS,Cat1
near_hatteras,AL092021,Ida,2021,2021-09-01 18:00:00,2021-09-01 18:00:00,1,493.08746700480475,130.0,30.0,EX,9,48.0,TD,Cat4
near_hatteras,AL092022,Ian,2022,2022-09-30 18:00:00,2022-10-01 06:00:00,4,356.8424648721633,140.0,50.0,EX,10,60.0,TS,Cat5
near_hatteras,AL101981,Dennis,1981,1981-08-20 00:00:00,1981-08-20 18:00:00,4,40.84074351475026,70.0,60.0,TS,8,66.0,TS,Cat1
near_hatteras,AL101984,Diana,1984,1984-09-11 06:00:00,1984-09-15 06:00:00,18,57.69094581612626,115.0,50.0,TS,9,144.0,TS,Cat4
near_hatteras,AL101985,Henri,1985,1985-09-22 06:00:00,1985-09-24 12:00:00,10,111.79517997137411,50.0,35.0,TS,9,102.0,TS,TS
near_hatteras,AL101996,Josephine,1996,1996-10-08 12:00:00,1996-10-09 00:00:00,3,93.59214117120409,60.0,45.0,EX,10,60.0,TS,TS
near_hatteras,AL102023,Idalia,2023,2023-08-31 06:00:00,2023-09-01 00:00:00,4,202.3286237202991,115.0,55.0,EX,8,66.0,TS,Cat4
near_hatteras,AL111985,Isabel,1985,1985-10-13 06:00:00,1985-10-15 12:00:00,10,152.22629460381907,60.0,25.0,TD,10,102.0,TD,TS
near_hatteras,AL111989,Hugo,1989,1989-09-22 00:00:00,1989-09-22 06:00:00,3,478.530718153365,140.0,120.0,HU,9,54.0,Cat4,Cat5
near_hatteras,AL112000,Gordon,2000,2000-09-19 00:00:00,2000-09-19 18:00:00,4,308.8020001804043,70.0,20.0,EX,9,66.0,TD,Cat1
near_hatteras,AL112004,Jeanne,2004,2004-09-28 12:00:00,2004-09-29 12:00:00,5,343.7003359877967,105.0,25.0,TD,9,72.0,TD,Cat3
near_hatteras,AL112016,Julia,2016,2016-09-15 12:00:00,2016-09-21 06:00:00,19,50.98898201402281,45.0,25.0,EX,9,186.0,TD,TS
near_hatteras,AL121988,Keith,1988,1988-11-24 06:00:00,1988-11-24 06:00:00,1,473.57617478688513,65.0,55.0,TS,11,48.0,TS,Cat1
near_hatteras,AL121991,Unnamed,1991,1991-10-31 12:00:00,1991-10-31 18:00:00,2,396.82885040238295,65.0,40.0,SS,10,54.0,TS,Cat1
near_hatteras,AL121994,Gordon,1994,1994-11-17 18:00:00,1994-11-21 18:00:00,9,173.0553183278849,75.0,70.0,HU,11,144.0,Cat1,Cat1
near_hatteras,AL122000,Helene,2000,2000-09-23 12:00:00,2000-09-24 12:00:00,5,137.81344663167744,60.0,40.0,TS,9,72.0,TS,TS
near_hatteras,AL122002,Kyle,2002,2002-10-11 17:00:00,2002-10-12 12:00:00,6,37.48277829594427,75.0,40.0,TS,10,67.0,TS,Cat1
near_hatteras,AL122003,Henri,2003,2003-09-07 18:00:00,2003-09-08 18:00:00,5,262.16541244668264,50.0,25.0,EX,9,72.0,TD,TS
near_hatteras,AL122015,Kate,2015,2015-11-10 18:00:00,2015-11-11 00:00:00,2,456.6373893537387,75.0,65.0,HU,11,54.0,Cat1,Cat1
near_hatteras,AL122017,Jose,2017,2017-09-18 06:00:00,2017-09-20 00:00:00,8,358.19332853803456,135.0,65.0,HU,9,90.0,Cat1,Cat4
near_hatteras,AL122020,Kyle,2020,2020-08-14 12:00:00,2020-08-14 18:00:00,2,192.02669804914478,45.0,35.0,TS,8,54.0,TS,TS
near_hatteras,AL131985,Kate,1985,1985-11-22 18:00:00,1985-11-23 12:00:00,4,86.4103549328136,105.0,40.0,TS,11,66.0,TS,Cat3
near_hatteras,AL131998,Mitch,1998,1998-11-06 06:00:00,1998-11-06 06:00:00,1,446.82408602549816,155.0,50.0,EX,11,48.0,TS,Cat5
near_hatteras,AL131999,Irene,1999,1999-10-17 18:00:00,1999-10-18 12:00:00,5,58.36707439098644,95.0,95.0,HU,10,66.0,Cat2,Cat2
near_hatteras,AL132003,Isabel,2003,2003-09-18 00:00:00,2003-09-19 06:00:00,7,72.3332789831944,145.0,90.0,HU,9,78.0,Cat2,Cat5
near_hatteras,AL132021,Mindy,2021,2021-09-10 00:00:00,2021-09-10 12:00:00,3,326.7232518954561,50.0,30.0,LO,9,60.0,TD,TS
near_hatteras,AL141990,Lili,1990,1990-10-13 00:00:00,1990-10-14 00:00:00,5,304.7539159923668,65.0,60.0,TS,10,72.0,TS,Cat1
near_hatteras,AL142016,Matthew,2016,2016-10-08 15:00:00,2016-10-10 00:00:00,7,74.65932803341072,145.0,70.0,HU,10,81.0,Cat1,Cat5
near_hatteras,AL142018,Michael,2018,2018-10-11 18:00:00,2018-10-12 06:00:00,3,232.84727219125196,140.0,60.0,EX,10,60.0,TS,Cat5
near_hatteras,AL142019,Melissa,2019,2019-10-08 18:00:00,2019-10-09 00:00:00,2,132.98969007977965,55.0,40.0,EX,10,54.0,TS,TS
near_hatteras,AL151984,Isidore,1984,1984-09-29 12:00:00,1984-09-30 18:00:00,6,147.6828313208699,50.0,40.0,TS,9,78.0,TS,TS
near_hatteras,AL151988,Unnamed,1988,1988-08-30 00:00:00,1988-08-30 12:00:00,3,276.1105555153378,30.0,30.0,TD,8,60.0,TD,TD
near_hatteras,AL152017,Maria,2017,2017-09-25 18:00:00,2017-09-28 06:00:00,11,242.47139614684662,150.0,65.0,HU,9,108.0,Cat1,Cat5
near_hatteras,AL152020,Omar,2020,2020-08-31 12:00:00,2020-09-02 00:00:00,7,168.38413391315535,35.0,30.0,TD,9,84.0,TD,TS
near_hatteras,AL152021,Odette,2021,2021-09-16 12:00:00,2021-09-18 00:00:00,7,140.25187718498455,55.0,30.0,LO,9,84.0,TD,TS
near_hatteras,AL161984,Josephine,1984,1984-10-12 06:00:00,1984-10-14 18:00:00,11,356.04927438614203,90.0,70.0,HU,10,108.0,Cat1,Cat2
near_hatteras,AL162005,Ophelia,2005,2005-09-10 12:00:00,2005-09-17 00:00:00,27,61.488958623412934,75.0,65.0,HU,9,204.0,Cat1,Cat1
near_hatteras,AL162007,Noel,2007,2007-11-03 00:00:00,2007-11-03 12:00:00,3,365.38673697638865,75.0,70.0,EX,11,60.0,Cat1,Cat1
near_hatteras,AL162019,Nestor,2019,2019-10-20 12:00:00,2019-10-21 00:00:00,3,221.1475078082265,50.0,40.0,EX,10,60.0,TS,TS
near_hatteras,AL162023,Ophelia,2023,2023-09-22 12:00:00,2023-09-24 18:00:00,11,143.66790727731268,60.0,50.0,TS,9,102.0,TS,TS
near_hatteras,AL182012,Sandy,2012,2012-10-28 06:00:00,2012-10-30 00:00:00,10,397.5632409374812,100.0,80.0,HU,10,90.0,Cat1,Cat3
near_hatteras,AL192000,Unnamed,2000,2000-10-27 18:00:00,2000-10-28 00:00:00,2,456.54150536503255,55.0,50.0,SS,10,54.0,TS,TS
near_hatteras,AL192020,Sally,2020,2020-09-18 06:00:00,2020-09-18 06:00:00,1,498.52486715751775,95.0,30.0,EX,9,48.0,TD,Cat2
near_hatteras,AL212021,Wanda,2021,2021-10-25 18:00:00,2021-10-26 06:00:00,3,175.24208861399583,60.0,45.0,EX,10,60.0,TS,TS
near_hatteras,AL221981,Unnamed,1981,1981-11-12 12:00:00,1981-11-15 18:00:00,12,343.02789609274214,60.0,60.0,SS,11,126.0,TS,TS
near_hatteras,AL232005,Twenty-Two,2005,2005-10-11 00:00:00,2005-10-14 12:00:00,15,303.695877144604,40.0,40.0,EX,10,132.0,TS,TS
near_hatteras,AL252005,Wilma,2005,2005-10-25 06:00:00,2005-10-25 06:00:00,1,390.11155202555835,160.0,100.0,HU,10,48.0,Cat3,Cat5
near_hatteras,AL282020,Zeta,2020,2020-10-29 18:00:00,2020-10-29 18:00:00,1,370.5285281380297,100.0,45.0,EX,10,48.0,TS,Cat3
near_hatteras,AL292020,Eta,2020,2020-11-13 06:00:00,2020-11-13 18:00:00,3,140.5779169685822,130.0,40.0,EX,11,60.0,TS,Cat4
in_domain,AL011979,Unnamed,1979,1979-06-16 00:00:00,1979-06-16 18:00:00,4,475.5608296769069,30.0,-99.0,TD,6,66.0,Unknown,TD
in_domain,AL011980,Unnamed,1980,1980-07-17 00:00:00,1980-07-18 18:00:00,8,535.8785133246043,25.0,20.0,TD,7,90.0,TD,TD
in_domain,AL011984,Unnamed,1984,1984-06-12 06:00:00,1984-06-14 00:00:00,8,737.7014991677277,30.0,30.0,TD,6,90.0,TD,TD
in_domain,AL011985,Ana,1985,1985-07-15 18:00:00,1985-07-18 18:00:00,13,746.5175765292934,60.0,45.0,TS,7,120.0,TS,TS
in_domain,AL011986,Andrew,1986,1986-06-05 18:00:00,1986-06-08 18:00:00,13,116.19810026783783,45.0,45.0,TS,6,120.0,TS,TS
in_domain,AL011988,Alberto,1988,1988-08-05 18:00:00,1988-08-07 18:00:00,9,84.65854442812238,35.0,25.0,TD,8,96.0,TD,TS
in_domain,AL011991,Ana,1991,1991-07-01 12:00:00,1991-07-04 18:00:00,14,150.58442646552362,45.0,30.0,TD,7,126.0,TD,TS
in_domain,AL011993,Unnamed,1993,1993-06-02 18:00:00,1993-06-03 00:00:00,2,900.4767955674675,35.0,30.0,TD,6,54.0,TD,TS
in_domain,AL011995,Allison,1995,1995-06-06 00:00:00,1995-06-08 12:00:00,11,51.367275197495964,65.0,40.0,EX,6,108.0,TS,Cat1
in_domain,AL011996,Arthur,1996,1996-06-18 06:00:00,1996-06-21 12:00:00,14,30.19429454535481,45.0,35.0,TS,6,126.0,TS,TS
in_domain,AL011997,Unnamed,1997,1997-05-31 18:00:00,1997-06-02 18:00:00,9,132.59812267692368,45.0,45.0,SS,6,96.0,TS,TS
in_domain,AL011999,Arlene,1999,1999-06-14 12:00:00,1999-06-18 00:00:00,15,1168.044650360187,50.0,30.0,TD,6,132.0,TD,TS
in_domain,AL012001,Allison,2001,2001-06-13 00:00:00,2001-06-19 00:00:00,25,127.28428929252989,50.0,25.0,SD,6,192.0,TD,TS
in_domain,AL012002,Arthur,2002,2002-07-14 18:00:00,2002-07-16 06:00:00,7,47.98035124100047,50.0,30.0,TD,7,84.0,TD,TS
in_domain,AL012003,Ana,2003,2003-04-18 00:00:00,2003-04-22 06:00:00,18,596.596576875957,50.0,35.0,EX,4,150.0,TS,TS
in_domain,AL012004,Alex,2004,2004-07-31 18:00:00,2004-08-05 06:00:00,19,30.468447655741905,105.0,85.0,HU,8,156.0,Cat2,Cat3
in_domain,AL012005,Arlene,2005,2005-06-14 00:00:00,2005-06-14 00:00:00,1,1053.601623954752,60.0,20.0,EX,6,48.0,TD,TS
in_domain,AL012006,Alberto,2006,2006-06-13 18:00:00,2006-06-16 00:00:00,10,180.75965849032028,60.0,35.0,EX,6,102.0,TS,TS
in_domain,AL012007,Andrea,2007,2007-05-06 12:00:00,2007-05-14 00:00:00,31,141.475769607806,65.0,35.0,EX,5,228.0,TS,Cat1
in_domain,AL012009,One,2009,2009-05-26 18:00:00,2009-05-30 00:00:00,14,118.96333990664357,30.0,25.0,LO,5,126.0,TD,TD
in_domain,AL012012,Alberto,2012,2012-05-19 00:00:00,2012-05-23 18:00:00,20,274.65696821445533,50.0,25.0,LO,5,162.0,TD,TS
in_domain,AL012013,Andrea,2013,2013-06-06 22:00:00,2013-06-08 12:00:00,8,246.48696379204364,55.0,40.0,EX,6,86.0,TS,TS
in_domain,AL012014,Arthur,2014,2014-06-28 18:00:00,2014-07-05 06:00:00,22,43.0265763879029,85.0,85.0,HU,7,204.0,Cat2,Cat2
in_domain,AL012015,Ana,2015,2015-05-06 18:00:00,2015-05-12 18:00:00,26,191.5369173566447,50.0,30.0,TD,5,192.0,TD,TS
